Fx1,Fy1,Fz1,Tx1,Ty1,Tz1,Fx2,Fy2,Fz2,Tx2,Ty2,Tz2,Fx3,Fy3,Fz3,Tx3,Ty3,Tz3,Fx4,Fy4,Fz4,Tx4,Ty4,Tz4,Fx5,Fy5,Fz5,Tx5,Ty5,Tz5,Fx6,Fy6,Fz6,Tx6,Ty6,Tz6,Fx7,Fy7,Fz7,Tx7,Ty7,Tz7,Fx8,Fy8,Fz8,Tx8,Ty8,Tz8,Fx9,Fy9,Fz9,Tx9,Ty9,Tz9,Fx10,Fy10,Fz10,Tx10,Ty10,Tz10,Fx11,Fy11,Fz11,Tx11,Ty11,Tz11,Fx12,Fy12,Fz12,Tx12,Ty12,Tz12,Fx13,Fy13,Fz13,Tx13,Ty13,Tz13,Fx14,Fy14,Fz14,Tx14,Ty14,Tz14,Fx15,Fy15,Fz15,Tx15,Ty15,Tz15,Class
26.975,-42.625,62.65,93.925,0.55,6.725,5.675,-32.375,46.2,51.5,30.75,-16.8,18.475,-19.275,59.175,3.025,-5.95,-5.575,-2.45,10.425,27.1,-4.3,-5.8,-6.475,12.325,16.8,23.45,-42,-18.125,-6.375,-12.625,-0.15,164.8,-21.25,-39.05,-5.975,-12.75,0,49.625,-24.25,-29.6,-13.625,-5.275,4.45,24.7,-12.175,-33.725,-11.4,-24.65,1.625,77.425,-21.25,-21.25,-18.875,-6.15,0.45,17.075,-10.05,-11.325,-11.5,1.5,-2.625,10.8,-2,-20.475,-17.025,23.525,-10.075,88.25,6.175,-10.25,-4.375,-30.375,3.725,40.975,-36.125,-11.775,-16.475,13.5,-4.25,9.05,-19.8,-41.375,-19.625,11.75,-6.625,18.75,-22.725,-15.7,-14.05,collision_in_tool
2.825,7.925,62.65,4.025,0.55,6.725,5.675,4.325,46.2,10.5,-13.05,1.6,-27.825,75.975,-814.725,-167.175,279.65,52.325,-68.15,86.775,-1570.9,-122.5,446.6,54.425,-164.375,110.4,-2148.85,-178,377.725,29.175,-250.125,88.25,-2536,-109.05,313.25,-5.975,-373.95,84,-2699.875,-106.25,108,-55.275,-249.775,102.25,-2578.1,-129.475,285.075,-11.4,-371.65,84.125,-2718.425,-100.05,116.75,-53.075,6.95,-11.45,-126.775,-10.05,24.725,7.1,1.5,-2.625,-155.6,-2,20.675,-4.475,23.525,-10.075,-93.25,6.175,38.25,10.375,35.275,-19.225,-129.075,-3.075,31.375,-4.025,13.5,-4.25,-156.85,-19.8,0.675,-3.875,11.75,-6.625,-133.75,-22.725,20.1,2.15,bottom_obstruction
-117.925,41.625,-136.25,4.025,-207.85,-20.375,-85.725,-14.025,46.2,10.5,-122.55,-16.8,-50.975,-0.225,59.175,3.025,-41.65,4.075,-46.25,35.875,27.1,-83.1,-40.6,3.675,-46.575,16.8,23.45,-42,-74.675,-6.375,-12.625,-0.15,-4,22.65,15.15,-5.975,-12.75,0,49.625,-3.75,4.8,-1.725,-5.275,4.45,24.7,7.375,6.125,-3,10.05,1.625,77.425,-1.55,13.25,-1.775,-6.15,0.45,17.075,0.65,-11.325,0.9,1.5,-2.625,10.8,-2,20.675,-4.475,23.525,-10.075,88.25,6.175,-10.25,-4.375,-30.375,3.725,40.975,-3.075,-11.775,-4.025,13.5,-4.25,9.05,-19.8,0.675,-3.875,11.75,-6.625,18.75,19.425,20.1,-5.95,collision_in_tool
147.725,-126.875,62.65,273.725,208.95,33.825,51.375,-50.725,46.2,51.5,96.45,-7.6,18.475,18.825,59.175,3.025,29.75,4.075,19.45,10.425,27.1,-43.7,-5.8,3.675,12.325,16.8,23.45,-42,-18.125,-6.375,-12.625,-0.15,164.8,-21.25,-11.95,-5.975,-12.75,-14,49.625,-3.75,-29.6,-1.725,-5.275,-11.85,24.7,7.375,-33.725,-3,10.05,-12.125,77.425,-1.55,-21.25,-10.325,-6.15,0.45,17.075,-20.75,-11.325,-5.3,1.5,-2.625,10.8,-2,-20.475,-17.025,23.525,-10.075,88.25,6.175,-10.25,-4.375,-30.375,3.725,40.975,-3.075,-11.775,-4.025,13.5,-4.25,9.05,-19.8,-41.375,-3.875,11.75,-6.625,18.75,19.425,-15.7,-14.05,collision_in_tool
2.825,7.925,62.65,4.025,0.55,6.725,5.675,4.325,46.2,10.5,-13.05,1.6,-4.675,-0.225,59.175,3.025,-5.95,4.075,-2.45,10.425,27.1,-4.3,-5.8,3.675,12.325,-14.4,23.45,26,-18.125,5.475,11.125,-0.15,-4,22.65,-11.95,-5.975,-12.75,0,49.625,-3.75,-12.4,-1.725,-5.275,4.45,24.7,7.375,6.125,-3,10.05,1.625,77.425,-1.55,-21.25,-1.775,-6.15,0.45,17.075,0.65,-11.325,0.9,1.5,-2.625,10.8,-2,-20.475,-4.475,23.525,-10.075,88.25,6.175,-10.25,-4.375,-30.375,3.725,40.975,-3.075,-11.775,-4.025,13.5,-4.25,9.05,21,0.675,-3.875,11.75,-6.625,18.75,19.425,-15.7,-5.95,normal
2.825,7.925,62.65,4.025,0.55,6.725,5.675,4.325,46.2,10.5,8.85,1.6,-4.675,-0.225,59.175,3.025,-5.95,4.075,-2.45,10.425,27.1,-4.3,-5.8,3.675,12.325,16.8,23.45,26,-18.125,5.475,11.125,-0.15,-4,22.65,15.15,9.175,-12.75,0,49.625,-3.75,4.8,4.225,19.175,4.45,24.7,7.375,-33.725,-3,10.05,1.625,-69.725,-1.55,-21.25,-1.775,6.95,0.45,17.075,0.65,-11.325,0.9,1.5,-2.625,10.8,-2,-20.475,-4.475,23.525,11.375,-93.25,6.175,-10.25,-4.375,35.275,3.725,40.975,-3.075,-11.775,8.425,13.5,-4.25,9.05,-19.8,0.675,-3.875,11.75,-6.625,18.75,19.425,-15.7,2.15,bottom_collision
-45.475,7.925,62.65,-40.925,-103.65,-20.375,-40.025,22.675,46.2,-30.5,-56.85,1.6,-50.975,18.825,59.175,-39.525,-41.65,-5.575,-24.35,10.425,27.1,-43.7,-5.8,-6.475,-17.125,16.8,23.45,-42,-18.125,-6.375,-12.625,-0.15,-4,-21.25,15.15,-5.975,-12.75,0,49.625,-3.75,4.8,-1.725,-5.275,4.45,24.7,-12.175,6.125,-3,10.05,1.625,-69.725,-1.55,13.25,-1.775,-6.15,0.45,17.075,0.65,24.725,0.9,1.5,-2.625,10.8,-2,20.675,-4.475,23.525,-10.075,-93.25,6.175,-10.25,-4.375,35.275,-19.225,-129.075,-3.075,31.375,-4.025,13.5,-4.25,-156.85,21,42.725,-3.875,11.75,-6.625,-133.75,19.425,20.1,-5.95,collision_in_part
51.125,-143.725,62.65,408.575,469.45,88.025,74.225,-32.375,46.2,51.5,96.45,-7.6,64.775,-76.425,59.175,45.575,29.75,4.075,63.25,10.425,27.1,-4.3,98.6,-6.475,71.225,16.8,23.45,-42,94.975,-6.375,34.875,21.95,164.8,-21.25,42.25,-5.975,-12.75,-14,49.625,-3.75,-46.8,-13.625,-5.275,4.45,24.7,-12.175,6.125,-11.4,-24.65,1.625,77.425,-21.25,-55.75,-10.325,-32.35,0.45,17.075,-31.45,-47.375,-11.5,1.5,-2.625,10.8,-2,-20.475,-4.475,-43.625,-10.075,88.25,6.175,-58.75,-4.375,-30.375,3.725,40.975,-36.125,-11.775,-16.475,13.5,-4.25,9.05,-19.8,0.675,-19.625,11.75,-6.625,18.75,-22.725,-15.7,-14.05,collision_in_part
26.975,-25.775,-136.25,-85.875,-51.55,-6.825,28.525,-32.375,-293,-71.5,-78.75,1.6,41.625,-38.325,-232.125,-39.525,-77.35,4.075,41.35,-40.475,-132.7,-43.7,-75.4,3.675,41.775,-45.6,-143.65,-42,-18.125,5.475,34.875,-44.35,-172.8,-21.25,-39.05,9.175,47.45,-42,-255.875,-44.75,-46.8,4.225,-29.725,4.45,-119.9,66.025,125.675,-11.4,-24.65,1.625,-69.725,77.25,116.75,-18.875,-19.25,0.45,-126.775,86.25,96.825,-23.9,1.5,-23.275,-654.8,148,226.425,-17.025,23.525,-52.975,-1363.75,201.625,377.75,-48.625,-30.375,3.725,-129.075,63.025,31.375,-4.025,13.5,-4.25,-156.85,61.8,42.725,-3.875,11.75,22.625,-133.75,103.725,55.9,-5.95,bottom_collision
2.825,-42.625,-534.05,138.875,0.55,-20.375,28.525,-69.075,-801.8,133.5,-13.05,-26,87.925,-95.475,-1688.625,130.675,-5.95,-15.225,172.75,-142.275,-2529.7,153.3,-40.6,-36.925,218.475,-170.4,-2984.35,162,-18.125,-30.075,201.125,-176.95,-2873.6,154.35,-39.05,-21.125,197.95,-182,-2852.625,139.75,-29.6,-19.575,214.775,-174.85,-2722.7,124.675,-33.725,-11.4,218.25,-177.125,-2718.425,116.65,-21.25,-10.325,203.45,-178.05,-2716.075,107.65,-11.325,-11.5,189.5,-188.475,-2818,118,-20.475,-17.025,224.975,-181.675,-2815.75,136.475,-10.25,-4.375,232.225,-179.875,-2849.875,129.125,-11.775,-16.475,201.5,-193.95,-2811.25,102.6,-41.375,-3.875,215.25,-182.125,-2726.25,103.725,-15.7,-14.05,bottom_obstruction
26.975,41.625,62.65,-85.875,0.55,-20.375,5.675,4.325,46.2,-30.5,-13.05,-7.6,-4.675,-19.275,59.175,3.025,-5.95,-5.575,-2.45,10.425,27.1,-43.7,-5.8,-6.475,-17.125,-14.4,23.45,-42,-18.125,-6.375,11.125,-0.15,-4,-21.25,-11.95,-5.975,-12.75,0,49.625,-24.25,-29.6,-7.675,-5.275,4.45,24.7,-31.725,-33.725,-11.4,10.05,1.625,77.425,-21.25,-21.25,-10.325,-6.15,0.45,17.075,-20.75,-11.325,-11.5,1.5,-2.625,10.8,-32,-20.475,-4.475,23.525,-10.075,88.25,6.175,-10.25,-4.375,-30.375,-19.225,40.975,29.975,-11.775,-16.475,13.5,-4.25,9.05,-19.8,-41.375,-3.875,11.75,-6.625,18.75,-22.725,-15.7,-5.95,collision_in_tool
2.825,-8.925,62.65,4.025,0.55,6.725,5.675,4.325,46.2,10.5,-13.05,1.6,-4.675,-0.225,59.175,3.025,-5.95,4.075,-2.45,10.425,27.1,-4.3,-5.8,3.675,-17.125,-14.4,23.45,26,-18.125,5.475,-12.625,-0.15,-4,22.65,15.15,-5.975,-12.75,0,49.625,-3.75,4.8,4.225,-5.275,4.45,24.7,7.375,6.125,5.4,10.05,1.625,-69.725,-1.55,13.25,6.775,-6.15,0.45,17.075,0.65,24.725,0.9,1.5,-2.625,10.8,-2,20.675,8.075,23.525,-10.075,-93.25,6.175,-10.25,-4.375,-30.375,3.725,40.975,-3.075,31.375,-4.025,-33.5,-4.25,9.05,-19.8,0.675,-3.875,-28.95,-6.625,18.75,19.425,20.1,2.15,bottom_collision
-45.475,-8.925,62.65,4.025,-155.75,-47.475,-17.175,4.325,46.2,10.5,-34.95,-7.6,-4.675,18.825,59.175,-39.525,-5.95,-5.575,-2.45,-15.025,27.1,-4.3,-5.8,-6.475,12.325,-14.4,23.45,26,-18.125,-6.375,-12.625,-0.15,-4,-21.25,-11.95,-5.975,-12.75,0,49.625,-3.75,4.8,-1.725,-5.275,4.45,24.7,7.375,6.125,-3,10.05,1.625,77.425,-1.55,13.25,-1.775,-6.15,0.45,17.075,0.65,-11.325,-5.3,1.5,-2.625,10.8,-2,20.675,-4.475,23.525,-10.075,88.25,6.175,-10.25,-4.375,-30.375,3.725,40.975,-3.075,-11.775,-4.025,13.5,-4.25,9.05,-19.8,0.675,-3.875,11.75,-6.625,18.75,-22.725,20.1,-5.95,collision_in_part
2.825,7.925,62.65,-40.925,0.55,-6.825,5.675,4.325,46.2,10.5,-13.05,1.6,-4.675,-0.225,59.175,3.025,-5.95,-5.575,-2.45,10.425,27.1,-4.3,-5.8,-6.475,-17.125,-14.4,23.45,26,-18.125,-6.375,-12.625,-0.15,164.8,-21.25,-39.05,-5.975,-12.75,0,49.625,-24.25,-29.6,-7.675,-5.275,-11.85,24.7,7.375,-33.725,-3,10.05,1.625,77.425,-21.25,-21.25,-10.325,6.95,0.45,17.075,0.65,-11.325,-5.3,1.5,-2.625,10.8,-2,-20.475,-4.475,23.525,-10.075,88.25,6.175,-10.25,-4.375,-30.375,3.725,40.975,-3.075,-11.775,-16.475,13.5,-4.25,9.05,-19.8,-41.375,-3.875,11.75,-6.625,18.75,-22.725,-15.7,-5.95,normal
51.125,-8.925,-136.25,48.975,-51.55,6.725,51.375,-14.025,-123.4,51.5,-34.95,20,18.475,18.825,-86.475,3.025,-41.65,-15.225,19.45,10.425,-132.7,-4.3,-5.8,3.675,12.325,16.8,-143.65,26,-18.125,-6.375,11.125,-0.15,-4,-21.25,-11.95,-5.975,47.45,14,-255.875,-24.25,39.2,-7.675,-5.275,-11.85,24.7,7.375,6.125,-3,10.05,1.625,-69.725,-1.55,-21.25,-1.775,-45.45,-11.45,-126.775,-20.75,-11.325,13.3,-45.5,-2.625,-155.6,-62,-20.475,8.075,-43.625,-10.075,-274.75,-58.975,-10.25,10.375,-30.375,3.725,-129.075,29.975,-54.925,-4.025,13.5,-4.25,-156.85,21,42.725,11.875,11.75,-6.625,-438.75,61.575,55.9,2.15,bottom_collision
-21.325,7.925,62.65,4.025,0.55,-6.825,-17.175,4.325,46.2,10.5,-13.05,1.6,-4.675,-0.225,59.175,3.025,-5.95,-5.575,-2.45,10.425,27.1,-4.3,-5.8,-6.475,-17.125,-14.4,23.45,26,-18.125,-6.375,11.125,-0.15,-4,22.65,15.15,-5.975,-12.75,0,49.625,-3.75,4.8,-1.725,-5.275,4.45,24.7,7.375,6.125,-3,10.05,1.625,-69.725,-1.55,13.25,-1.775,-6.15,0.45,17.075,0.65,-11.325,-5.3,1.5,-2.625,10.8,-2,20.675,-4.475,23.525,11.375,88.25,6.175,-10.25,-4.375,-30.375,3.725,40.975,-3.075,-11.775,-4.025,13.5,-4.25,9.05,21,0.675,-3.875,11.75,-6.625,18.75,19.425,20.1,-5.95,collision_in_tool
-21.325,24.775,62.65,4.025,0.55,-20.375,28.525,-32.375,46.2,51.5,30.75,-7.6,18.475,-19.275,59.175,45.575,-5.95,-15.225,19.45,10.425,27.1,-4.3,-5.8,-16.625,12.325,16.8,23.45,-42,38.425,-18.225,11.125,-0.15,164.8,-21.25,-11.95,-5.975,-12.75,-14,49.625,-3.75,-29.6,-7.675,-5.275,4.45,24.7,-12.175,-33.725,-11.4,-24.65,1.625,77.425,-21.25,-21.25,-10.325,-6.15,-11.45,17.075,-10.05,-47.375,-11.5,1.5,-2.625,10.8,-2,-20.475,-4.475,23.525,-10.075,88.25,6.175,-10.25,-4.375,-30.375,3.725,40.975,-36.125,-11.775,-4.025,13.5,-4.25,9.05,-19.8,-41.375,-3.875,11.75,-6.625,18.75,-22.725,-15.7,-5.95,collision_in_tool
171.875,75.325,62.65,228.775,208.95,6.725,142.775,41.025,46.2,-71.5,184.05,-26,111.075,37.875,59.175,-82.075,136.85,-5.575,85.15,61.325,27.1,-122.5,133.4,-6.475,12.325,16.8,23.45,-42,38.425,-6.375,-12.625,-22.25,164.8,22.65,-39.05,-5.975,-12.75,-14,49.625,16.75,-12.4,-7.675,-29.725,-28.15,24.7,26.925,-33.725,-3,-24.65,-12.125,77.425,-1.55,-55.75,-10.325,-19.25,0.45,17.075,-10.05,-47.375,-11.5,1.5,-2.625,10.8,-2,-20.475,-4.475,23.525,-10.075,88.25,6.175,-10.25,-4.375,-30.375,3.725,40.975,-36.125,-11.775,-4.025,13.5,-4.25,9.05,21,0.675,-3.875,11.75,-6.625,18.75,-22.725,-15.7,-14.05,collision_in_part
26.975,-25.775,62.65,-130.825,104.75,20.275,28.525,4.325,46.2,10.5,96.45,-7.6,41.625,-0.225,59.175,3.025,65.45,-5.575,41.35,-40.475,27.1,74.5,63.8,-6.475,12.325,-14.4,23.45,26,38.425,-6.375,11.125,-0.15,-4,-21.25,15.15,-5.975,-12.75,0,49.625,-3.75,4.8,-1.725,-5.275,4.45,24.7,7.375,6.125,-3,10.05,1.625,77.425,-1.55,13.25,-1.775,-6.15,0.45,17.075,0.65,-11.325,-5.3,1.5,-2.625,10.8,-2,-20.475,-4.475,23.525,-10.075,88.25,6.175,-10.25,-4.375,-30.375,3.725,40.975,-3.075,-11.775,-4.025,13.5,-4.25,9.05,21,0.675,-3.875,11.75,-6.625,18.75,19.425,-15.7,-5.95,collision_in_part
2.825,7.925,62.65,4.025,0.55,-6.825,5.675,-14.025,46.2,10.5,-13.05,-7.6,-4.675,-0.225,59.175,-39.525,-5.95,-5.575,-2.45,10.425,27.1,-4.3,-5.8,-6.475,12.325,-14.4,23.45,26,-18.125,-6.375,-12.625,-0.15,-4,-21.25,-11.95,-5.975,-12.75,-14,49.625,16.75,-12.4,-7.675,-5.275,-11.85,24.7,7.375,-33.725,-3,10.05,1.625,77.425,-21.25,-21.25,-1.775,-6.15,-11.45,17.075,11.35,-11.325,0.9,1.5,-2.625,10.8,-2,-20.475,-4.475,23.525,11.375,88.25,6.175,-10.25,-4.375,-30.375,-19.225,40.975,-3.075,-11.775,-4.025,13.5,-4.25,9.05,-19.8,-41.375,-3.875,11.75,22.625,18.75,-22.725,-15.7,-5.95,normal
-21.325,-25.775,62.65,48.975,-51.55,-20.375,-17.175,-14.025,46.2,10.5,-34.95,1.6,-27.825,-0.225,59.175,3.025,-41.65,-5.575,-24.35,-15.025,27.1,-4.3,-40.6,-6.475,-17.125,-14.4,23.45,26,-18.125,-6.375,11.125,-0.15,-4,-21.25,15.15,9.175,17.35,0,49.625,-3.75,4.8,4.225,-5.275,-11.85,24.7,7.375,6.125,-11.4,10.05,1.625,77.425,-1.55,13.25,-1.775,-6.15,0.45,17.075,11.35,-11.325,0.9,1.5,-2.625,10.8,-2,-20.475,8.075,23.525,11.375,88.25,6.175,-10.25,-4.375,-30.375,3.725,40.975,-3.075,-11.775,-4.025,13.5,-4.25,9.05,21,0.675,-3.875,11.75,-6.625,18.75,-22.725,20.1,-5.95,collision_in_part
2.825,-8.925,62.65,4.025,0.55,6.725,5.675,4.325,46.2,10.5,8.85,1.6,-4.675,-0.225,59.175,3.025,-5.95,4.075,-2.45,10.425,27.1,-4.3,-5.8,3.675,12.325,16.8,23.45,-42,-18.125,-6.375,11.125,-0.15,-4,-21.25,-11.95,-5.975,17.35,14,-103.125,-3.75,-12.4,-1.725,-5.275,4.45,-119.9,-12.175,-33.725,-3,10.05,1.625,-216.875,18.15,-21.25,6.775,6.95,0.45,-126.775,11.35,-11.325,7.1,1.5,-2.625,-155.6,-2,20.675,8.075,23.525,11.375,-456.25,136.475,-10.25,25.125,100.925,3.725,-1149.375,294.375,-98.075,45.775,154.5,-4.25,-1981.75,510.6,-167.525,59.125,174.55,81.125,-2421.25,440.925,-230.5,66.95,bottom_obstruction
