Fx1,Fy1,Fz1,Tx1,Ty1,Tz1,Fx2,Fy2,Fz2,Tx2,Ty2,Tz2,Fx3,Fy3,Fz3,Tx3,Ty3,Tz3,Fx4,Fy4,Fz4,Tx4,Ty4,Tz4,Fx5,Fy5,Fz5,Tx5,Ty5,Tz5,Fx6,Fy6,Fz6,Tx6,Ty6,Tz6,Fx7,Fy7,Fz7,Tx7,Ty7,Tz7,Fx8,Fy8,Fz8,Tx8,Ty8,Tz8,Fx9,Fy9,Fz9,Tx9,Ty9,Tz9,Fx10,Fy10,Fz10,Tx10,Ty10,Tz10,Fx11,Fy11,Fz11,Tx11,Ty11,Tz11,Fx12,Fy12,Fz12,Tx12,Ty12,Tz12,Fx13,Fy13,Fz13,Tx13,Ty13,Tz13,Fx14,Fy14,Fz14,Tx14,Ty14,Tz14,Fx15,Fy15,Fz15,Tx15,Ty15,Tz15,class
4.0,8.0,41.0,-28.0,10.0,0.0,4.0,7.0,33.0,-24.0,13.0,0.0,5.0,10.0,37.0,-31.0,14.0,0.0,4.0,8.0,27.0,-26.0,13.0,0.0,6.0,9.0,37.0,-30.0,15.0,0.0,6.0,11.0,29.0,-32.0,15.0,0.0,7.0,8.0,26.0,-28.0,18.0,0.0,6.0,10.0,23.0,-31.0,17.0,0.0,6.0,9.0,15.0,-28.0,17.0,1.0,8.0,11.0,24.0,-31.0,17.0,1.0,6.0,11.0,16.0,-32.0,17.0,1.0,7.0,12.0,12.0,-32.0,24.0,0.0,9.0,8.0,6.0,-28.0,22.0,1.0,8.0,11.0,7.0,-34.0,22.0,1.0,9.0,12.0,2.0,-32.0,23.0,0.0,fr_collision
-37.0,26.0,-779.0,-150.0,5.0,3.0,-51.0,23.0,-1340.0,-185.0,1.0,4.0,-7.0,31.0,0.0,-51.0,-16.0,-1.0,-7.0,32.0,52.0,-50.0,-12.0,-1.0,-2.0,21.0,58.0,-37.0,-4.0,0.0,-5.0,12.0,58.0,-26.0,-10.0,0.0,-3.0,8.0,57.0,-18.0,-8.0,0.0,-1.0,6.0,56.0,-18.0,-8.0,0.0,-1.0,6.0,56.0,-18.0,-8.0,0.0,0.0,4.0,58.0,-14.0,-4.0,0.0,0.0,0.0,59.0,-11.0,-3.0,0.0,1.0,1.0,59.0,-10.0,-2.0,0.0,0.0,0.0,58.0,-10.0,-2.0,0.0,-1.0,-1.0,58.0,-8.0,-5.0,0.0,-2.0,-1.0,54.0,-8.0,-7.0,0.0,obstruction
14.0,13.0,-26.0,-36.0,32.0,2.0,12.0,14.0,-31.0,-36.0,29.0,3.0,14.0,15.0,-35.0,-38.0,35.0,1.0,12.0,16.0,-52.0,-37.0,31.0,2.0,14.0,19.0,-52.0,-45.0,36.0,1.0,12.0,17.0,-63.0,-42.0,30.0,2.0,15.0,16.0,-64.0,-41.0,37.0,2.0,16.0,18.0,-83.0,-45.0,39.0,1.0,17.0,15.0,-91.0,-37.0,36.0,2.0,14.0,15.0,-99.0,-41.0,32.0,2.0,16.0,19.0,-113.0,-42.0,38.0,1.0,16.0,20.0,-132.0,-42.0,36.0,3.0,17.0,17.0,-139.0,-40.0,39.0,2.0,16.0,19.0,-160.0,-43.0,39.0,3.0,20.0,19.0,-174.0,-43.0,45.0,2.0,fr_collision
-21.0,1.0,-185.0,-202.0,3.0,11.0,-43.0,-86.0,-750.0,-315.0,127.0,10.0,-104.0,-105.0,-1173.0,-221.0,230.0,16.0,-134.0,-118.0,-1194.0,-183.0,195.0,15.0,-53.0,-5.0,-236.0,-273.0,26.0,9.0,-29.0,-9.0,-256.0,-267.0,12.0,-2.0,-17.0,1.0,-217.0,-245.0,27.0,3.0,-8.0,6.0,-210.0,-242.0,31.0,3.0,-9.0,6.0,-217.0,-253.0,34.0,4.0,-10.0,6.0,-225.0,-258.0,35.0,5.0,-7.0,6.0,-226.0,-259.0,38.0,4.0,-4.0,9.0,-217.0,-252.0,40.0,3.0,-4.0,8.0,-213.0,-249.0,39.0,4.0,-8.0,7.0,-216.0,-249.0,37.0,3.0,-8.0,7.0,-218.0,-252.0,35.0,3.0,obstruction
-59.0,44.0,-205.0,-305.0,-226.0,37.0,-71.0,55.0,-273.0,-368.0,-271.0,42.0,-75.0,58.0,-305.0,-403.0,-294.0,48.0,-89.0,66.0,-408.0,-471.0,-342.0,51.0,-95.0,64.0,-461.0,-503.0,-372.0,47.0,-100.0,67.0,-524.0,-545.0,-400.0,51.0,-104.0,55.0,-567.0,-547.0,-429.0,56.0,-106.0,34.0,-626.0,-524.0,-440.0,62.0,-112.0,33.0,-702.0,-567.0,-477.0,66.0,-115.0,18.0,-774.0,-563.0,-502.0,73.0,-115.0,-4.0,-848.0,-558.0,-527.0,81.0,-116.0,-27.0,-929.0,-540.0,-543.0,86.0,-115.0,-57.0,-1012.0,-516.0,-567.0,93.0,-118.0,-78.0,-1113.0,-527.0,-600.0,101.0,-119.0,-87.0,-1262.0,-599.0,-646.0,108.0,obstruction
1.0,-2.0,57.0,-4.0,0.0,-1.0,-1.0,0.0,64.0,-9.0,-2.0,0.0,-1.0,1.0,66.0,-8.0,-2.0,-1.0,-2.0,2.0,64.0,-11.0,-6.0,-1.0,0.0,1.0,60.0,-6.0,-1.0,-1.0,-1.0,-1.0,56.0,-6.0,-3.0,0.0,0.0,-1.0,59.0,-4.0,-5.0,-1.0,1.0,-2.0,64.0,-7.0,-2.0,-1.0,-2.0,1.0,59.0,-8.0,-6.0,0.0,1.0,-2.0,63.0,-4.0,-1.0,0.0,-1.0,-1.0,47.0,-3.0,-2.0,0.0,1.0,-4.0,59.0,0.0,2.0,0.0,-1.0,-3.0,64.0,-4.0,-6.0,0.0,0.0,-2.0,60.0,-4.0,-1.0,0.0,0.0,-1.0,60.0,-6.0,0.0,-1.0,normal
-1.0,-1.0,61.0,-5.0,-1.0,-1.0,-2.0,-1.0,58.0,-6.0,-4.0,0.0,6.0,4.0,-49.0,-57.0,-27.0,-2.0,14.0,13.0,-887.0,-220.0,-184.0,-14.0,20.0,-25.0,-1326.0,-166.0,-275.0,-4.0,-21.0,29.0,34.0,-61.0,-45.0,-3.0,3.0,-9.0,67.0,26.0,3.0,0.0,8.0,4.0,56.0,-11.0,10.0,-1.0,2.0,-2.0,59.0,-4.0,1.0,-1.0,-1.0,-4.0,54.0,-5.0,-3.0,-1.0,2.0,-2.0,58.0,-5.0,-2.0,-1.0,1.0,0.0,59.0,-7.0,-1.0,0.0,-1.0,1.0,61.0,-8.0,-4.0,0.0,-2.0,2.0,63.0,-8.0,-5.0,-1.0,-1.0,2.0,61.0,-9.0,-4.0,-1.0,obstruction
-1.0,-1.0,63.0,-2.0,-1.0,0.0,-1.0,-1.0,63.0,-3.0,-1.0,0.0,-1.0,-1.0,61.0,-3.0,0.0,0.0,0.0,-4.0,63.0,1.0,0.0,0.0,0.0,-1.0,59.0,-2.0,0.0,-1.0,-3.0,3.0,57.0,-8.0,-3.0,-1.0,-1.0,3.0,70.0,-10.0,-2.0,-1.0,0.0,-3.0,61.0,0.0,0.0,0.0,0.0,-2.0,53.0,-1.0,-2.0,0.0,0.0,-3.0,66.0,1.0,4.0,0.0,-3.0,3.0,58.0,-10.0,-5.0,0.0,-1.0,-1.0,66.0,-4.0,-2.0,0.0,-1.0,-2.0,67.0,-3.0,-1.0,0.0,0.0,1.0,66.0,-6.0,-3.0,-1.0,-1.0,-1.0,59.0,-3.0,-4.0,0.0,normal
-2.0,1.0,38.0,-22.0,-13.0,3.0,-1.0,0.0,43.0,-21.0,-13.0,5.0,-2.0,-2.0,37.0,-18.0,-17.0,5.0,-4.0,-3.0,30.0,-16.0,-23.0,6.0,-3.0,-5.0,22.0,-13.0,-22.0,7.0,-2.0,-8.0,17.0,-7.0,-23.0,6.0,4.0,-13.0,10.0,-8.0,-12.0,3.0,4.0,-12.0,4.0,-10.0,-12.0,3.0,5.0,-15.0,3.0,-6.0,-8.0,3.0,5.0,-12.0,5.0,-11.0,-10.0,3.0,6.0,-12.0,5.0,-12.0,-9.0,2.0,4.0,-10.0,6.0,-13.0,-12.0,2.0,6.0,-10.0,4.0,-13.0,-9.0,3.0,6.0,-9.0,4.0,-17.0,-8.0,3.0,6.0,-4.0,-14.0,-52.0,-20.0,0.0,fr_collision
171.0,86.0,-486.0,-113.0,222.0,13.0,198.0,96.0,-566.0,-125.0,261.0,15.0,222.0,112.0,-667.0,-136.0,290.0,20.0,253.0,126.0,-780.0,-142.0,327.0,22.0,287.0,142.0,-930.0,-138.0,362.0,27.0,324.0,158.0,-1108.0,-133.0,389.0,29.0,338.0,162.0,-1145.0,-125.0,419.0,32.0,340.0,160.0,-1104.0,-124.0,433.0,35.0,339.0,158.0,-1077.0,-126.0,437.0,37.0,338.0,155.0,-1074.0,-122.0,462.0,39.0,336.0,154.0,-1051.0,-127.0,454.0,37.0,340.0,151.0,-1041.0,-140.0,458.0,39.0,339.0,154.0,-1036.0,-134.0,471.0,42.0,342.0,154.0,-1036.0,-118.0,466.0,44.0,342.0,154.0,-1036.0,-118.0,466.0,44.0,obstruction
4.0,-14.0,59.0,82.0,-85.0,13.0,32.0,7.0,47.0,-32.0,59.0,3.0,-2.0,2.0,72.0,-1.0,-16.0,1.0,-1.0,2.0,59.0,-15.0,-1.0,0.0,-1.0,3.0,58.0,-12.0,-2.0,1.0,1.0,3.0,67.0,-10.0,-4.0,1.0,-4.0,6.0,63.0,-15.0,-7.0,-1.0,-5.0,4.0,61.0,-14.0,-10.0,0.0,1.0,4.0,66.0,-14.0,-3.0,-1.0,2.0,2.0,65.0,-10.0,-1.0,-1.0,0.0,3.0,63.0,-13.0,0.0,-2.0,-2.0,5.0,57.0,-13.0,-6.0,-1.0,-1.0,1.0,65.0,-10.0,-4.0,0.0,-1.0,2.0,65.0,-11.0,-4.0,0.0,-1.0,0.0,59.0,-8.0,-7.0,0.0,collision
112.0,-54.0,85.0,-77.0,284.0,-3.0,-5.0,-36.0,56.0,123.0,-115.0,-29.0,5.0,-24.0,74.0,50.0,-19.0,-2.0,7.0,-12.0,65.0,5.0,26.0,1.0,-2.0,-7.0,57.0,11.0,-3.0,0.0,-4.0,5.0,66.0,-7.0,-8.0,0.0,-2.0,4.0,57.0,-2.0,0.0,0.0,-4.0,4.0,65.0,-8.0,-6.0,0.0,-3.0,3.0,52.0,-3.0,-3.0,1.0,-2.0,3.0,57.0,-3.0,-1.0,0.0,1.0,1.0,64.0,1.0,2.0,1.0,1.0,1.0,60.0,-1.0,3.0,0.0,0.0,0.0,56.0,0.0,3.0,0.0,-1.0,2.0,63.0,-3.0,-1.0,-1.0,-1.0,4.0,59.0,-2.0,-1.0,1.0,collision
-14.0,-4.0,-51.0,-62.0,-70.0,6.0,-14.0,-9.0,-67.0,-62.0,-79.0,9.0,-16.0,-9.0,-84.0,-69.0,-87.0,9.0,-14.0,-8.0,-103.0,-83.0,-87.0,8.0,-11.0,-6.0,-124.0,-103.0,-84.0,6.0,-7.0,-6.0,-149.0,-122.0,-79.0,4.0,0.0,-8.0,-177.0,-134.0,-71.0,1.0,2.0,-9.0,-215.0,-152.0,-69.0,-1.0,5.0,-10.0,-260.0,-183.0,-78.0,-1.0,6.0,-10.0,-323.0,-220.0,-97.0,0.0,8.0,-12.0,-396.0,-261.0,-115.0,1.0,10.0,-11.0,-477.0,-306.0,-134.0,-1.0,13.0,-22.0,-605.0,-370.0,-171.0,-3.0,17.0,-49.0,-768.0,-396.0,-215.0,3.0,24.0,-127.0,-866.0,-259.0,-238.0,25.0,obstruction
-1.0,1.0,67.0,-9.0,-4.0,-1.0,1.0,-1.0,64.0,-5.0,-1.0,-1.0,1.0,-1.0,72.0,-6.0,-2.0,0.0,-1.0,1.0,58.0,-11.0,-4.0,-1.0,0.0,-3.0,58.0,-5.0,1.0,0.0,-1.0,2.0,58.0,-9.0,-4.0,0.0,-2.0,1.0,57.0,-9.0,-3.0,0.0,-1.0,-1.0,61.0,-5.0,0.0,0.0,0.0,1.0,61.0,-9.0,-1.0,-1.0,-2.0,4.0,54.0,-10.0,-4.0,0.0,-2.0,3.0,60.0,-11.0,-6.0,0.0,1.0,-1.0,69.0,-8.0,0.0,0.0,-3.0,2.0,58.0,-11.0,-5.0,1.0,-2.0,2.0,67.0,-11.0,-7.0,0.0,-1.0,0.0,65.0,-9.0,-3.0,-1.0,normal
-17.0,99.0,-511.0,-319.0,-87.0,-10.0,-20.0,107.0,-554.0,-340.0,-91.0,-12.0,-19.0,113.0,-601.0,-357.0,-94.0,-12.0,-21.0,121.0,-657.0,-374.0,-99.0,-12.0,-19.0,127.0,-728.0,-391.0,-100.0,-14.0,-21.0,134.0,-800.0,-407.0,-105.0,-14.0,-21.0,137.0,-878.0,-419.0,-109.0,-15.0,-25.0,142.0,-966.0,-427.0,-118.0,-15.0,-24.0,145.0,-1083.0,-431.0,-115.0,-15.0,-25.0,151.0,-1180.0,-441.0,-124.0,-14.0,-24.0,134.0,-1287.0,-390.0,-121.0,-15.0,-25.0,127.0,-1409.0,-359.0,-124.0,-14.0,-25.0,123.0,-1491.0,-346.0,-127.0,-14.0,-31.0,141.0,-589.0,-360.0,-74.0,-16.0,-24.0,81.0,-481.0,-284.0,-148.0,-8.0,obstruction
-72.0,-24.0,84.0,120.0,-196.0,-15.0,-26.0,-10.0,37.0,12.0,-50.0,-3.0,-30.0,-17.0,67.0,16.0,-40.0,-4.0,0.0,-3.0,50.0,-1.0,-10.0,0.0,0.0,-3.0,53.0,-2.0,-1.0,-3.0,-5.0,-1.0,60.0,-6.0,-11.0,-1.0,0.0,-3.0,64.0,-3.0,-4.0,-1.0,6.0,-4.0,57.0,-1.0,4.0,0.0,5.0,-5.0,59.0,-2.0,5.0,-1.0,-2.0,-4.0,64.0,-1.0,-7.0,0.0,-1.0,-3.0,58.0,-3.0,-5.0,0.0,0.0,0.0,60.0,-9.0,-3.0,0.0,1.0,-1.0,53.0,-4.0,-4.0,-2.0,0.0,0.0,59.0,-6.0,-3.0,0.0,1.0,1.0,59.0,-10.0,-2.0,0.0,collision
-2.0,1.0,13.0,-29.0,-25.0,3.0,-2.0,1.0,17.0,-33.0,-28.0,2.0,0.0,-1.0,12.0,-25.0,-19.0,2.0,3.0,2.0,4.0,-45.0,-23.0,-1.0,-1.0,1.0,13.0,-44.0,-30.0,2.0,3.0,5.0,-2.0,-54.0,-25.0,-1.0,6.0,1.0,-22.0,-64.0,-23.0,-3.0,9.0,7.0,-37.0,-88.0,-26.0,-7.0,13.0,9.0,-60.0,-113.0,-26.0,-14.0,18.0,12.0,-95.0,-142.0,-27.0,-18.0,22.0,14.0,-117.0,-172.0,-29.0,-24.0,26.0,19.0,-152.0,-203.0,-31.0,-30.0,35.0,17.0,-197.0,-238.0,-28.0,-35.0,41.0,20.0,-248.0,-285.0,-31.0,-43.0,53.0,19.0,-313.0,-337.0,-31.0,-53.0,obstruction
1.0,0.0,57.0,8.0,5.0,7.0,-1.0,0.0,54.0,11.0,6.0,8.0,-11.0,38.0,-364.0,207.0,62.0,4.0,-77.0,175.0,-1133.0,383.0,-14.0,-25.0,-90.0,142.0,-1130.0,523.0,-21.0,-36.0,-37.0,59.0,-127.0,22.0,25.0,33.0,-2.0,6.0,-53.0,86.0,18.0,3.0,4.0,2.0,-17.0,53.0,38.0,10.0,3.0,1.0,-15.0,53.0,30.0,7.0,3.0,2.0,-23.0,56.0,33.0,10.0,4.0,5.0,-36.0,61.0,38.0,12.0,2.0,5.0,-36.0,60.0,37.0,10.0,3.0,4.0,-27.0,59.0,34.0,10.0,2.0,2.0,-20.0,58.0,33.0,9.0,3.0,2.0,-21.0,59.0,32.0,9.0,obstruction
0.0,2.0,67.0,-11.0,-3.0,0.0,-1.0,0.0,56.0,-7.0,-3.0,-1.0,-1.0,1.0,65.0,-10.0,-6.0,-1.0,-1.0,3.0,63.0,-13.0,-6.0,0.0,-2.0,2.0,59.0,-8.0,-4.0,0.0,-1.0,-1.0,60.0,-5.0,-5.0,0.0,-2.0,2.0,61.0,-13.0,-5.0,0.0,0.0,1.0,56.0,-8.0,-3.0,-1.0,-1.0,1.0,56.0,-8.0,-3.0,0.0,-2.0,1.0,56.0,-10.0,-3.0,0.0,-1.0,0.0,59.0,-9.0,-4.0,0.0,-1.0,0.0,57.0,-9.0,-4.0,-1.0,-1.0,0.0,59.0,-11.0,-4.0,-1.0,-2.0,2.0,54.0,-10.0,-5.0,1.0,-3.0,2.0,50.0,-13.0,-6.0,-1.0,normal
0.0,2.0,61.0,-12.0,-2.0,5.0,-1.0,0.0,60.0,-6.0,-3.0,0.0,-1.0,1.0,53.0,-8.0,-5.0,3.0,1.0,-2.0,66.0,-6.0,-2.0,-1.0,1.0,-1.0,60.0,-9.0,-3.0,-1.0,0.0,0.0,64.0,-9.0,-1.0,-1.0,0.0,0.0,57.0,-8.0,-4.0,-1.0,-1.0,1.0,64.0,-12.0,-4.0,-1.0,-1.0,1.0,66.0,-9.0,-4.0,-1.0,0.0,1.0,66.0,-13.0,-5.0,-1.0,-1.0,1.0,59.0,-12.0,-4.0,-1.0,-1.0,1.0,66.0,-12.0,-5.0,0.0,0.0,1.0,65.0,-12.0,-3.0,-2.0,1.0,1.0,63.0,-10.0,-2.0,-1.0,-1.0,0.0,64.0,-9.0,-5.0,-1.0,normal
-2.0,10.0,-31.0,21.0,29.0,5.0,-1.0,17.0,-54.0,23.0,46.0,8.0,2.0,24.0,-78.0,24.0,60.0,8.0,-1.0,31.0,-112.0,24.0,70.0,14.0,-3.0,43.0,-146.0,15.0,79.0,20.0,-1.0,49.0,-172.0,20.0,92.0,23.0,-5.0,56.0,-214.0,31.0,100.0,23.0,-12.0,60.0,-254.0,52.0,104.0,18.0,-15.0,68.0,-291.0,63.0,110.0,23.0,-15.0,76.0,-345.0,75.0,126.0,25.0,-13.0,81.0,-404.0,105.0,161.0,25.0,-13.0,88.0,-472.0,137.0,194.0,29.0,-11.0,91.0,-532.0,173.0,225.0,34.0,-7.0,89.0,-553.0,196.0,245.0,38.0,-3.0,81.0,-508.0,186.0,234.0,35.0,obstruction
